metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
proxysql.pool.connections_free,gauge,,connection,,How many connections are currently free. They are kept open in order to minimize the time cost of sending a query to the backend server,0,proxysql,Connection Pool free connections
proxysql.pool.connections_ok,rate,,connection,second,How many connections were established successfully,0,proxysql,Connection Pool established OK connections
proxysql.pool.connections_error,rate,,connection,second,How many connections weren't established successfully,-1,proxysql,Connection Pool connection errors
proxysql.pool.queries,rate,,query,second,The number of queries routed towards this particular backend server,0,proxysql,Connection Pool queries
proxysql.pool.bytes_data_sent,rate,,byte,second,The amount of data sent to the backend,0,proxysql,Connection Pool bytes sent
proxysql.pool.bytes_data_recv,rate,,byte,second,The amount of data received from the backend,0,proxysql,Connection Pool bytes received
proxysql.pool.latency_ms,gauge,,millisecond,,"The currently ping time, as reported from Monitor",-1,proxysql,Connection Pool backend latency
proxysql.memory.sqlite3_memory,gauge,,byte,,Memory used by the embedded SQLite,0,proxysql,SQLite memory
proxysql.memory.jemalloc_resident,gauge,,byte,,Bytes in physically resident data pages mapped by the allocator,0,proxysql,jemalloc resident memory
proxysql.memory.jemalloc_active,gauge,,byte,,Bytes in pages allocated by the application,0,proxysql,jemalloc active memory
proxysql.memory.jemalloc_allocated,gauge,,byte,,Bytes allocated by the application,0,proxysql,jemalloc allocated memory
proxysql.memory.jemalloc_mapped,gauge,,byte,,Bytes in extents mapped by the allocator,0,proxysql,jemalloc mapped memory
proxysql.memory.jemalloc_metadata,gauge,,byte,,Bytes dedicated to metadata,0,proxysql,jemalloc metadata memory
proxysql.memory.jemalloc_retained,gauge,,byte,,Bytes allocated by the application,0,proxysql,jemalloc retained memory
proxysql.memory.auth_memory,gauge,,byte,,Memory used by the authentication module to store user credentials and attributes,0,proxysql,Auth memory
proxysql.memory.query_digest_memory,gauge,,byte,,Memory used to store data related to stats_mysql_query_digest,0,proxysql,Query digest memory
proxysql.memory.stack_memory_mysql_threads,gauge,,byte,,Memory used by the stack of the MySQL threads,0,proxysql,MySQL threads stack memory
proxysql.memory.stack_memory_admin_threads,gauge,,byte,,Memory used by the stack of the admin threads,0,proxysql,Admin threads stack memory
proxysql.memory.stack_memory_cluster_threads,gauge,,byte,,Memory used by the stack of the cluster threads,0,proxysql,Cluster threads stack memory
proxysql.frontend.user_connections,gauge,,connection,,Current number of frontend connections by user,0,proxysql,Current frontend connections by user
proxysql.frontend.user_max_connections,gauge,,connection,,Max number of frontend connections the user can create (as defined in mysql_users.max_connections),0,proxysql,Max frontend connections by user
